Program,Year,Period,Week Ending,State,Data Item,Value,CV (%)
SURVEY,1996,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","11,424,000",
SURVEY,1996,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","112,000",
SURVEY,1996,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.8,
SURVEY,1996,YEAR,,WISCONSIN,"HAY, ALFALFA - ACRES HARVESTED","2,100,000",
SURVEY,1996,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","454,125,000",
SURVEY,1996,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","5,250,000",
SURVEY,1996,YEAR,,WISCONSIN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5,
SURVEY,1996,YEAR,,WYOMING,"HAY, ALFALFA - ACRES HARVESTED","620,000",
SURVEY,1996,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","115,320,000",
SURVEY,1996,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,488,000",
SURVEY,1996,YEAR,,WYOMING,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.4,
SURVEY,1995,YEAR,,ARIZONA,"HAY, ALFALFA - ACRES HARVESTED","165,000",
SURVEY,1995,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","101,673,000",
SURVEY,1995,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,287,000",
SURVEY,1995,YEAR,,ARIZONA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",7.8,
SURVEY,1995,YEAR,,ARKANSAS,"HAY, ALFALFA - ACRES HARVESTED","25,000",
SURVEY,1995,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","7,245,000",
SURVEY,1995,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","63,000",
SURVEY,1995,YEAR,,ARKANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5,
SURVEY,1995,YEAR,,CALIFORNIA,"HAY, ALFALFA - ACRES HARVESTED","940,000",
SURVEY,1995,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","655,086,000",
SURVEY,1995,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","6,486,000",
SURVEY,1995,YEAR,,CALIFORNIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",6.9,
SURVEY,1995,YEAR,,COLORADO,"HAY, ALFALFA - ACRES HARVESTED","850,000",
SURVEY,1995,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","270,810,000",
SURVEY,1995,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,060,000",
SURVEY,1995,YEAR,,COLORADO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,1995,YEAR,,CONNECTICUT,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,1995,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","4,416,000",
SURVEY,1995,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","32,000",
SURVEY,1995,YEAR,,CONNECTICUT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.1,
SURVEY,1995,YEAR,,DELAWARE,"HAY, ALFALFA - ACRES HARVESTED","4,000",
SURVEY,1995,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","1,620,000",
SURVEY,1995,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","15,000",
SURVEY,1995,YEAR,,DELAWARE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.75,
SURVEY,1995,YEAR,,IDAHO,"HAY, ALFALFA - ACRES HARVESTED","1,100,000",
SURVEY,1995,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","396,880,000",
SURVEY,1995,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,510,000",
SURVEY,1995,YEAR,,IDAHO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.1,
SURVEY,1995,YEAR,,ILLINOIS,"HAY, ALFALFA - ACRES HARVESTED","570,000",
SURVEY,1995,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","197,220,000",
SURVEY,1995,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,280,000",
SURVEY,1995,YEAR,,ILLINOIS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4,
SURVEY,1995,YEAR,,INDIANA,"HAY, ALFALFA - ACRES HARVESTED","320,000",
SURVEY,1995,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","103,680,000",
SURVEY,1995,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,280,000",
SURVEY,1995,YEAR,,INDIANA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4,
SURVEY,1995,YEAR,,IOWA,"HAY, ALFALFA - ACRES HARVESTED","1,350,000",
SURVEY,1995,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","410,670,000",
SURVEY,1995,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,860,000",
SURVEY,1995,YEAR,,IOWA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,1995,YEAR,,KANSAS,"HAY, ALFALFA - ACRES HARVESTED","850,000",
SURVEY,1995,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","248,710,000",
SURVEY,1995,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,230,000",
SURVEY,1995,YEAR,,KANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.8,
SURVEY,1995,YEAR,,KENTUCKY,"HAY, ALFALFA - ACRES HARVESTED","300,000",
SURVEY,1995,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","114,660,000",
SURVEY,1995,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,170,000",
SURVEY,1995,YEAR,,KENTUCKY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.9,
SURVEY,1995,YEAR,,MAINE,"HAY, ALFALFA - ACRES HARVESTED","15,000",
SURVEY,1995,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","3,240,000",
SURVEY,1995,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","30,000",
SURVEY,1995,YEAR,,MAINE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,1995,YEAR,,MARYLAND,"HAY, ALFALFA - ACRES HARVESTED","55,000",
SURVEY,1995,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","25,833,000",
SURVEY,1995,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","237,000",
SURVEY,1995,YEAR,,MARYLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.3,
SURVEY,1995,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - ACRES HARVESTED","20,000",
SURVEY,1995,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","6,480,000",
SURVEY,1995,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","48,000",
SURVEY,1995,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.4,
SURVEY,1995,YEAR,,MICHIGAN,"HAY, ALFALFA - ACRES HARVESTED","1,050,000",
SURVEY,1995,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","288,435,000",
SURVEY,1995,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,305,000",
SURVEY,1995,YEAR,,MICHIGAN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.1,
SURVEY,1995,YEAR,,MINNESOTA,"HAY, ALFALFA - ACRES HARVESTED","1,425,000",
SURVEY,1995,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","406,522,000",
SURVEY,1995,YEAR,,MINNESOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,988,000",
SURVEY,1995,YEAR,,MINNESOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.5,
SURVEY,1995,YEAR,,MISSOURI,"HAY, ALFALFA - ACRES HARVESTED","450,000",
SURVEY,1995,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","124,740,000",
SURVEY,1995,YEAR,,MISSOURI,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,260,000",
SURVEY,1995,YEAR,,MISSOURI,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.8,
SURVEY,1995,YEAR,,MONTANA,"HAY, ALFALFA - ACRES HARVESTED","1,600,000",
SURVEY,1995,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","270,000,000",
SURVEY,1995,YEAR,,MONTANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,000,000",
SURVEY,1995,YEAR,,MONTANA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5,
SURVEY,1995,YEAR,,NEBRASKA,"HAY, ALFALFA - ACRES HARVESTED","1,350,000",
SURVEY,1995,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","298,890,000",
SURVEY,1995,YEAR,,NEBRASKA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,860,000",
SURVEY,1995,YEAR,,NEBRASKA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,1995,YEAR,,NEVADA,"HAY, ALFALFA - ACRES HARVESTED","250,000",
SURVEY,1995,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","109,125,000",
SURVEY,1995,YEAR,,NEVADA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,125,000",
SURVEY,1995,YEAR,,NEVADA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.5,
SURVEY,1995,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - ACRES HARVESTED","13,000",
SURVEY,1995,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","3,510,000",
SURVEY,1995,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","27,000",
SURVEY,1995,YEAR,,NEW HAMPSHIRE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.1,
SURVEY,1995,YEAR,,NEW JERSEY,"HAY, ALFALFA - ACRES HARVESTED","30,000",
SURVEY,1995,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","14,595,000",
SURVEY,1995,YEAR,,NEW JERSEY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","105,000",
SURVEY,1995,YEAR,,NEW JERSEY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.5,
SURVEY,1995,YEAR,,NEW MEXICO,"HAY, ALFALFA - ACRES HARVESTED","245,000",
SURVEY,1995,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","145,000,000",
SURVEY,1995,YEAR,,NEW MEXICO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,250,000",
SURVEY,1995,YEAR,,NEW MEXICO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.1,
SURVEY,1995,YEAR,,NEW YORK,"HAY, ALFALFA - ACRES HARVESTED","650,000",
SURVEY,1995,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","158,860,000",
SURVEY,1995,YEAR,,NEW YORK,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,690,000",
SURVEY,1995,YEAR,,NEW YORK,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.6,
SURVEY,1995,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - ACRES HARVESTED","20,000",
SURVEY,1995,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","7,130,000",
SURVEY,1995,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","62,000",
SURVEY,1995,YEAR,,NORTH CAROLINA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.1,
SURVEY,1995,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","1,400,000",
SURVEY,1995,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","144,760,000",
SURVEY,1995,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,080,000",
SURVEY,1995,YEAR,,NORTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.2,
SURVEY,1995,YEAR,,OHIO,"HAY, ALFALFA - ACRES HARVESTED","700,000",
SURVEY,1995,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","256,690,000",
SURVEY,1995,YEAR,,OHIO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,660,000",
SURVEY,1995,YEAR,,OHIO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.8,
SURVEY,1995,YEAR,,OKLAHOMA,"HAY, ALFALFA - ACRES HARVESTED","350,000",
SURVEY,1995,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","114,380,000",
SURVEY,1995,YEAR,,OKLAHOMA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,330,000",
SURVEY,1995,YEAR,,OKLAHOMA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.8,
SURVEY,1995,YEAR,,OREGON,"HAY, ALFALFA - ACRES HARVESTED","450,000",
SURVEY,1995,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","201,240,000",
SURVEY,1995,YEAR,,OREGON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,935,000",
SURVEY,1995,YEAR,,OREGON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.3,
SURVEY,1995,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - ACRES HARVESTED","780,000",
SURVEY,1995,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","244,296,000",
SURVEY,1995,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,262,000",
SURVEY,1995,YEAR,,PENNSYLVANIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,1995,YEAR,,RHODE ISLAND,"HAY, ALFALFA - ACRES HARVESTED","2,000",
SURVEY,1995,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","580,000",
SURVEY,1995,YEAR,,RHODE ISLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,000",
SURVEY,1995,YEAR,,RHODE ISLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2,
SURVEY,1995,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - ACRES HARVESTED","2,600,000",
SURVEY,1995,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","390,000,000",
SURVEY,1995,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","6,500,000",
SURVEY,1995,YEAR,,SOUTH DAKOTA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5,
SURVEY,1995,YEAR,,TENNESSEE,"HAY, ALFALFA - ACRES HARVESTED","50,000",
SURVEY,1995,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","15,480,000",
SURVEY,1995,YEAR,,TENNESSEE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","180,000",
SURVEY,1995,YEAR,,TENNESSEE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,1995,YEAR,,TEXAS,"HAY, ALFALFA - ACRES HARVESTED","160,000",
SURVEY,1995,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","67,392,000",
SURVEY,1995,YEAR,,TEXAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","576,000",
SURVEY,1995,YEAR,,TEXAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.6,
SURVEY,1995,YEAR,,UTAH,"HAY, ALFALFA - ACRES HARVESTED","545,000",
SURVEY,1995,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","154,704,000",
SURVEY,1995,YEAR,,UTAH,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,344,000",
SURVEY,1995,YEAR,,UTAH,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.3,
SURVEY,1995,YEAR,,VERMONT,"HAY, ALFALFA - ACRES HARVESTED","95,000",
SURVEY,1995,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","19,800,000",
SURVEY,1995,YEAR,,VERMONT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","200,000",
SURVEY,1995,YEAR,,VERMONT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.1,
SURVEY,1995,YEAR,,VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","130,000",
SURVEY,1995,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","49,335,000",
SURVEY,1995,YEAR,,VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","429,000",
SURVEY,1995,YEAR,,VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.3,
SURVEY,1995,YEAR,,WASHINGTON,"HAY, ALFALFA - ACRES HARVESTED","500,000",
SURVEY,1995,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","237,150,000",
SURVEY,1995,YEAR,,WASHINGTON,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,550,000",
SURVEY,1995,YEAR,,WASHINGTON,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.1,
SURVEY,1995,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - ACRES HARVESTED","40,000",
SURVEY,1995,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","10,860,000",
SURVEY,1995,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","120,000",
SURVEY,1995,YEAR,,WEST VIRGINIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3,
SURVEY,1995,YEAR,,WISCONSIN,"HAY, ALFALFA - ACRES HARVESTED","2,300,000",
SURVEY,1995,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","370,760,000",
SURVEY,1995,YEAR,,WISCONSIN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","5,980,000",
SURVEY,1995,YEAR,,WISCONSIN,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.6,
SURVEY,1995,YEAR,,WYOMING,"HAY, ALFALFA - ACRES HARVESTED","640,000",
SURVEY,1995,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","124,416,000",
SURVEY,1995,YEAR,,WYOMING,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,728,000",
SURVEY,1995,YEAR,,WYOMING,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.7,
SURVEY,1994,YEAR,,ARIZONA,"HAY, ALFALFA - ACRES HARVESTED","160,000",
SURVEY,1994,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","123,600,000",
SURVEY,1994,YEAR,,ARIZONA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,200,000",
SURVEY,1994,YEAR,,ARIZONA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",7.5,
SURVEY,1994,YEAR,,ARKANSAS,"HAY, ALFALFA - ACRES HARVESTED","25,000",
SURVEY,1994,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","9,860,000",
SURVEY,1994,YEAR,,ARKANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","85,000",
SURVEY,1994,YEAR,,ARKANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.4,
SURVEY,1994,YEAR,,CALIFORNIA,"HAY, ALFALFA - ACRES HARVESTED","950,000",
SURVEY,1994,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","744,800,000",
SURVEY,1994,YEAR,,CALIFORNIA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","6,650,000",
SURVEY,1994,YEAR,,CALIFORNIA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",7,
SURVEY,1994,YEAR,,COLORADO,"HAY, ALFALFA - ACRES HARVESTED","840,000",
SURVEY,1994,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","298,116,000",
SURVEY,1994,YEAR,,COLORADO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,276,000",
SURVEY,1994,YEAR,,COLORADO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.9,
SURVEY,1994,YEAR,,CONNECTICUT,"HAY, ALFALFA - ACRES HARVESTED","24,000",
SURVEY,1994,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","9,450,000",
SURVEY,1994,YEAR,,CONNECTICUT,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","70,000",
SURVEY,1994,YEAR,,CONNECTICUT,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.9,
SURVEY,1994,YEAR,,DELAWARE,"HAY, ALFALFA - ACRES HARVESTED","5,000",
SURVEY,1994,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","2,678,000",
SURVEY,1994,YEAR,,DELAWARE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","26,000",
SURVEY,1994,YEAR,,DELAWARE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",5.2,
SURVEY,1994,YEAR,,IDAHO,"HAY, ALFALFA - ACRES HARVESTED","1,020,000",
SURVEY,1994,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","336,141,000",
SURVEY,1994,YEAR,,IDAHO,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,978,000",
SURVEY,1994,YEAR,,IDAHO,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.9,
SURVEY,1994,YEAR,,ILLINOIS,"HAY, ALFALFA - ACRES HARVESTED","600,000",
SURVEY,1994,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","181,650,000",
SURVEY,1994,YEAR,,ILLINOIS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","2,100,000",
SURVEY,1994,YEAR,,ILLINOIS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.5,
SURVEY,1994,YEAR,,INDIANA,"HAY, ALFALFA - ACRES HARVESTED","350,000",
SURVEY,1994,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","119,700,000",
SURVEY,1994,YEAR,,INDIANA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,330,000",
SURVEY,1994,YEAR,,INDIANA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.8,
SURVEY,1994,YEAR,,IOWA,"HAY, ALFALFA - ACRES HARVESTED","1,250,000",
SURVEY,1994,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","379,250,000",
SURVEY,1994,YEAR,,IOWA,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,625,000",
SURVEY,1994,YEAR,,IOWA,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.7,
SURVEY,1994,YEAR,,KANSAS,"HAY, ALFALFA - ACRES HARVESTED","800,000",
SURVEY,1994,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","237,120,000",
SURVEY,1994,YEAR,,KANSAS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","3,120,000",
SURVEY,1994,YEAR,,KANSAS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.9,
SURVEY,1994,YEAR,,KENTUCKY,"HAY, ALFALFA - ACRES HARVESTED","300,000",
SURVEY,1994,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","119,880,000",
SURVEY,1994,YEAR,,KENTUCKY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","1,110,000",
SURVEY,1994,YEAR,,KENTUCKY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",3.7,
SURVEY,1994,YEAR,,MAINE,"HAY, ALFALFA - ACRES HARVESTED","14,000",
SURVEY,1994,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","3,990,000",
SURVEY,1994,YEAR,,MAINE,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","35,000",
SURVEY,1994,YEAR,,MAINE,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.5,
SURVEY,1994,YEAR,,MARYLAND,"HAY, ALFALFA - ACRES HARVESTED","60,000",
SURVEY,1994,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","28,428,000",
SURVEY,1994,YEAR,,MARYLAND,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","276,000",
SURVEY,1994,YEAR,,MARYLAND,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",4.6,
SURVEY,1994,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - ACRES HARVESTED","24,000",
SURVEY,1994,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","8,840,000",
SURVEY,1994,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","65,000",
SURVEY,1994,YEAR,,MASSACHUSETTS,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.7,
SURVEY,1994,YEAR,,MICHIGAN,"HAY, ALFALFA - ACRES HARVESTED","1,050,000",
SURVEY,1994,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN $","292,793,000",
SURVEY,1994,YEAR,,MICHIGAN,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","4,095,000",
